Source,Target
CWE-269,CVE-2021-22263
CWE-269,CVE-2021-22118
CWE-269,CVE-2021-21981
CWE-269,CVE-2021-21912
CWE-269,CVE-2021-21911
CWE-269,CVE-2021-21786
CWE-269,CVE-2021-21750
CWE-269,CVE-2021-21596
CWE-269,CVE-2021-21567
CWE-269,CVE-2021-21430
CWE-269,CVE-2021-21428
CWE-269,CVE-2021-20713
CWE-269,CVE-2021-20618
CWE-269,CVE-2021-20334
CWE-269,CVE-2021-20264
CWE-269,CVE-2021-20208
CWE-269,CVE-2021-20075
CWE-269,CVE-2021-20021
CWE-269,CVE-2021-1942
CWE-269,CVE-2021-1868
CWE-269,CVE-2021-1853
CWE-269,CVE-2021-1851
CWE-269,CVE-2021-1839
CWE-269,CVE-2021-1836
CWE-269,CVE-2021-1813
CWE-269,CVE-2021-1802
CWE-269,CVE-2021-1787
CWE-269,CVE-2021-1782
CWE-269,CVE-2021-1750
CWE-269,CVE-2021-1733
CWE-269,CVE-2021-1732
CWE-269,CVE-2021-1729
CWE-269,CVE-2021-1728
CWE-269,CVE-2021-1727
CWE-269,CVE-2021-1719
CWE-269,CVE-2021-1712
CWE-269,CVE-2021-1709
CWE-269,CVE-2021-1706
CWE-269,CVE-2021-1704
CWE-269,CVE-2021-1703
CWE-269,CVE-2021-1702
CWE-269,CVE-2021-1698
CWE-269,CVE-2021-1697
CWE-269,CVE-2021-1695
CWE-269,CVE-2021-1694
CWE-269,CVE-2021-1693
CWE-269,CVE-2021-1690
CWE-269,CVE-2021-1689
CWE-269,CVE-2021-1688
CWE-269,CVE-2021-1687
CWE-269,CVE-2021-1686
CWE-269,CVE-2021-1685
CWE-269,CVE-2021-1682
CWE-269,CVE-2021-1681
CWE-269,CVE-2021-1680
CWE-269,CVE-2021-1675
CWE-269,CVE-2021-1662
CWE-269,CVE-2021-1659
CWE-269,CVE-2021-1657
CWE-269,CVE-2021-1655
CWE-269,CVE-2021-1654
CWE-269,CVE-2021-1653
CWE-269,CVE-2021-1652
CWE-269,CVE-2021-1651
CWE-269,CVE-2021-1650
CWE-269,CVE-2021-1649
CWE-269,CVE-2021-1648
CWE-269,CVE-2021-1646
CWE-269,CVE-2021-1642
CWE-269,CVE-2021-1640
CWE-269,CVE-2021-1579
CWE-269,CVE-2021-1572
CWE-269,CVE-2021-1447
CWE-269,CVE-2021-1400
CWE-269,CVE-2021-1371
CWE-269,CVE-2021-1258
CWE-269,CVE-2021-1118
CWE-269,CVE-2021-1051
CWE-269,CVE-2021-0984
CWE-269,CVE-2021-0957
CWE-269,CVE-2021-0891
CWE-269,CVE-2021-0691
CWE-269,CVE-2021-0369
CWE-269,CVE-2021-0336
CWE-269,CVE-2021-0327
CWE-269,CVE-2021-0306
CWE-269,CVE-2021-0256
CWE-269,CVE-2021-0255
CWE-269,CVE-2021-0223
CWE-269,CVE-2021-0204
CWE-269,CVE-2021-0052
CWE-269,CVE-2022-40299
CWE-269,CVE-2022-40297
CWE-269,CVE-2022-39203
CWE-269,CVE-2022-39202
CWE-269,CVE-2022-38070
CWE-269,CVE-2022-38058
CWE-269,CVE-2022-38007
CWE-269,CVE-2022-37954
CWE-269,CVE-2022-37435
CWE-269,CVE-2022-37025
CWE-269,CVE-2022-36861
CWE-269,CVE-2022-36833
CWE-269,CVE-2022-36832
CWE-269,CVE-2022-36793
CWE-269,CVE-2022-36536
CWE-269,CVE-2022-36157
CWE-269,CVE-2022-35921
CWE-269,CVE-2022-35841
CWE-269,CVE-2022-35291
CWE-269,CVE-2022-35243
CWE-269,CVE-2022-34858
CWE-269,CVE-2022-34754
CWE-269,CVE-2022-34382
CWE-269,CVE-2022-34338
CWE-269,CVE-2022-34008
CWE-269,CVE-2022-33962
CWE-269,CVE-2022-33710
CWE-269,CVE-2022-33709
CWE-269,CVE-2022-33708
CWE-269,CVE-2022-33680
CWE-269,CVE-2022-32536
CWE-269,CVE-2022-32535
CWE-269,CVE-2022-32481
CWE-269,CVE-2022-32272
CWE-269,CVE-2022-31884
CWE-269,CVE-2022-31676
CWE-269,CVE-2022-31672
CWE-269,CVE-2022-31664
CWE-269,CVE-2022-31661
CWE-269,CVE-2022-31660
CWE-269,CVE-2022-31496
CWE-269,CVE-2022-31464
CWE-269,CVE-2022-31267
CWE-269,CVE-2022-31257
CWE-269,CVE-2022-31219
CWE-269,CVE-2022-31218
CWE-269,CVE-2022-31217
CWE-269,CVE-2022-31216
CWE-269,CVE-2022-31214
CWE-269,CVE-2022-30804
CWE-269,CVE-2022-30743
CWE-269,CVE-2022-30739
CWE-269,CVE-2022-30736
CWE-269,CVE-2022-30735
CWE-269,CVE-2022-30695
CWE-269,CVE-2022-30688
CWE-269,CVE-2022-30620
CWE-269,CVE-2022-30616
CWE-269,CVE-2022-30610
CWE-269,CVE-2022-30526
CWE-269,CVE-2022-30298
CWE-269,CVE-2022-30226
CWE-269,CVE-2022-30225
CWE-269,CVE-2022-30224
CWE-269,CVE-2022-30181
CWE-269,CVE-2022-30154
CWE-269,CVE-2022-30151
CWE-269,CVE-2022-30150
CWE-269,CVE-2022-29849
CWE-269,CVE-2022-29614
CWE-269,CVE-2022-29526
CWE-269,CVE-2022-29333
CWE-269,CVE-2022-29218
CWE-269,CVE-2022-29179
CWE-269,CVE-2022-29125
CWE-269,CVE-2022-28666
CWE-269,CVE-2022-27659
CWE-269,CVE-2022-27421
CWE-269,CVE-2022-2732
CWE-269,CVE-2022-26939
CWE-269,CVE-2022-26938
CWE-269,CVE-2022-26914
CWE-269,CVE-2022-26912
CWE-269,CVE-2022-26909
CWE-269,CVE-2022-26908
CWE-269,CVE-2022-26900
CWE-269,CVE-2022-26895
CWE-269,CVE-2022-26894
CWE-269,CVE-2022-26891
CWE-269,CVE-2022-26803
CWE-269,CVE-2022-26802
CWE-269,CVE-2022-26801
CWE-269,CVE-2022-26798
CWE-269,CVE-2022-26797
CWE-269,CVE-2022-26796
CWE-269,CVE-2022-26795
CWE-269,CVE-2022-26794
CWE-269,CVE-2022-26793
CWE-269,CVE-2022-26792
CWE-269,CVE-2022-26791
CWE-269,CVE-2022-26790
CWE-269,CVE-2022-26789
CWE-269,CVE-2022-26787
CWE-269,CVE-2022-26786
CWE-269,CVE-2022-26774
CWE-269,CVE-2022-26691
CWE-269,CVE-2022-26251
CWE-269,CVE-2022-26118
CWE-269,CVE-2022-26113
CWE-269,CVE-2022-26057
CWE-269,CVE-2022-25966
CWE-269,CVE-2022-25782
CWE-269,CVE-2022-2568
CWE-269,CVE-2022-25643
CWE-269,CVE-2022-25636
CWE-269,CVE-2022-25623
CWE-269,CVE-2022-25372
CWE-269,CVE-2022-25311
CWE-269,CVE-2022-25150
CWE-269,CVE-2022-25089
CWE-269,CVE-2022-2498
CWE-269,CVE-2022-24927
CWE-269,CVE-2022-24842
CWE-269,CVE-2022-24812
CWE-269,CVE-2022-24783
CWE-269,CVE-2022-24768
CWE-269,CVE-2022-24637
CWE-269,CVE-2022-24550
CWE-269,CVE-2022-24530
CWE-269,CVE-2022-24527
CWE-269,CVE-2022-24519
CWE-269,CVE-2022-24518
CWE-269,CVE-2022-24515
CWE-269,CVE-2022-24489
CWE-269,CVE-2022-24481
CWE-269,CVE-2022-24479
CWE-269,CVE-2022-24475
CWE-269,CVE-2022-24474
CWE-269,CVE-2022-24469
CWE-269,CVE-2022-24460
CWE-269,CVE-2022-24459
CWE-269,CVE-2022-24455
CWE-269,CVE-2022-24454
CWE-269,CVE-2022-24408
CWE-269,CVE-2022-24305
CWE-269,CVE-2022-23992
CWE-269,CVE-2022-23921
CWE-269,CVE-2022-23863
CWE-269,CVE-2022-23727
CWE-269,CVE-2022-23720
CWE-269,CVE-2022-23714
CWE-269,CVE-2022-23708
CWE-269,CVE-2022-23702
CWE-269,CVE-2022-23299
CWE-269,CVE-2022-23298
CWE-269,CVE-2022-23296
CWE-269,CVE-2022-23293
CWE-269,CVE-2022-23291
CWE-269,CVE-2022-23290
CWE-269,CVE-2022-23288
CWE-269,CVE-2022-23287
CWE-269,CVE-2022-23286
CWE-269,CVE-2022-23284
CWE-269,CVE-2022-23276
CWE-269,CVE-2022-23273
CWE-269,CVE-2022-23272
CWE-269,CVE-2022-23271
CWE-269,CVE-2022-23266
CWE-269,CVE-2022-23263
CWE-269,CVE-2022-23262
CWE-269,CVE-2022-23259
CWE-269,CVE-2022-23176
CWE-269,CVE-2022-23171
CWE-269,CVE-2022-2317
CWE-269,CVE-2022-23160
CWE-269,CVE-2022-23118
CWE-269,CVE-2022-23117
CWE-269,CVE-2022-22973
CWE-269,CVE-2022-22960
CWE-269,CVE-2022-22832
CWE-269,CVE-2022-22814
CWE-269,CVE-2022-22782
CWE-269,CVE-2022-2273
CWE-269,CVE-2022-22718
CWE-269,CVE-2022-22717
CWE-269,CVE-2022-22715
CWE-269,CVE-2022-22704
CWE-269,CVE-2022-22665
CWE-269,CVE-2022-22639
CWE-269,CVE-2022-22617
CWE-269,CVE-2022-22578
CWE-269,CVE-2022-22572
CWE-269,CVE-2022-22521
CWE-269,CVE-2022-22509
CWE-269,CVE-2022-22441
CWE-269,CVE-2022-22394
CWE-269,CVE-2022-22390
CWE-269,CVE-2022-22328
CWE-269,CVE-2022-22315
CWE-269,CVE-2022-22266
CWE-269,CVE-2022-22263
CWE-269,CVE-2022-22257
CWE-269,CVE-2022-22187
CWE-269,CVE-2022-22141
CWE-269,CVE-2022-22047
CWE-269,CVE-2022-22045
CWE-269,CVE-2022-22043
CWE-269,CVE-2022-22041
CWE-269,CVE-2022-22037
CWE-269,CVE-2022-22036
CWE-269,CVE-2022-22034
CWE-269,CVE-2022-22031
CWE-269,CVE-2022-22026
CWE-269,CVE-2022-22001
CWE-269,CVE-2022-22000
CWE-269,CVE-2022-21999
CWE-269,CVE-2022-21997
CWE-269,CVE-2022-21996
CWE-269,CVE-2022-21994
CWE-269,CVE-2022-21989
CWE-269,CVE-2022-21981
CWE-269,CVE-2022-21970
CWE-269,CVE-2022-21967
CWE-269,CVE-2022-21954
CWE-269,CVE-2022-21946
CWE-269,CVE-2022-21920
CWE-269,CVE-2022-21919
CWE-269,CVE-2022-21916
CWE-269,CVE-2022-21914
CWE-269,CVE-2022-21910
CWE-269,CVE-2022-21908
CWE-269,CVE-2022-21903
CWE-269,CVE-2022-21902
CWE-269,CVE-2022-21901
CWE-269,CVE-2022-21897
CWE-269,CVE-2022-21896
CWE-269,CVE-2022-21895
CWE-269,CVE-2022-21887
CWE-269,CVE-2022-21885
CWE-269,CVE-2022-21884
CWE-269,CVE-2022-21882
CWE-269,CVE-2022-21881
CWE-269,CVE-2022-21879
CWE-269,CVE-2022-21875
CWE-269,CVE-2022-21873
CWE-269,CVE-2022-21872
CWE-269,CVE-2022-21871
CWE-269,CVE-2022-21870
CWE-269,CVE-2022-21869
CWE-269,CVE-2022-21868
CWE-269,CVE-2022-21867
CWE-269,CVE-2022-21866
CWE-269,CVE-2022-21865
CWE-269,CVE-2022-21864
CWE-269,CVE-2022-21863
CWE-269,CVE-2022-21862
CWE-269,CVE-2022-21861
CWE-269,CVE-2022-21860
CWE-269,CVE-2022-21859
CWE-269,CVE-2022-21858
CWE-269,CVE-2022-21857
CWE-269,CVE-2022-21852
CWE-269,CVE-2022-21835
CWE-269,CVE-2022-21834
CWE-269,CVE-2022-0070
CWE-269,CVE-2022-0071
CWE-269,CVE-2022-0090
CWE-269,CVE-2022-0125
CWE-269,CVE-2022-0144
CWE-269,CVE-2022-0166
CWE-269,CVE-2022-0277
CWE-269,CVE-2022-0338
CWE-269,CVE-2022-0441
CWE-269,CVE-2022-0556
CWE-269,CVE-2022-0579
CWE-269,CVE-2022-0611
CWE-269,CVE-2022-0799
CWE-269,CVE-2022-1003
CWE-269,CVE-2022-1107
CWE-269,CVE-2022-1108
CWE-269,CVE-2022-1227
CWE-269,CVE-2022-1256
CWE-269,CVE-2022-1316
CWE-269,CVE-2022-1332
CWE-269,CVE-2022-1397
CWE-269,CVE-2022-1548
CWE-269,CVE-2022-1741
CWE-269,CVE-2022-1746
CWE-269,CVE-2022-1770
CWE-269,CVE-2022-1823
CWE-269,CVE-2022-20049
CWE-269,CVE-2022-20051
CWE-269,CVE-2022-20053
CWE-269,CVE-2022-20060
CWE-269,CVE-2022-20112
CWE-269,CVE-2022-20114
CWE-269,CVE-2022-20218
CWE-269,CVE-2022-2023
CWE-269,CVE-2022-20254
CWE-269,CVE-2022-20265
CWE-269,CVE-2022-20268
CWE-269,CVE-2022-2063
CWE-269,CVE-2022-20680
CWE-269,CVE-2022-20739
CWE-269,CVE-2022-20759
CWE-269,CVE-2022-20782
CWE-269,CVE-2022-20819
CWE-269,CVE-2022-20906
CWE-269,CVE-2022-20907
CWE-269,CVE-2022-21128
CWE-269,CVE-2022-21148
CWE-269,CVE-2022-21182
CWE-269,CVE-2022-21310
CWE-269,CVE-2022-21827
CWE-209,CVE-2021-29040
CWE-209,CVE-2020-9351
CWE-209,CVE-2020-8213
CWE-209,CVE-2020-7231
CWE-209,CVE-2020-6511
CWE-209,CVE-2020-6503
CWE-209,CVE-2020-6438
CWE-209,CVE-2020-6189
CWE-209,CVE-2020-5274
CWE-209,CVE-2020-4941
CWE-209,CVE-2020-4907
CWE-209,CVE-2020-4897
CWE-209,CVE-2020-4846
CWE-209,CVE-2020-4842
CWE-209,CVE-2020-4761
CWE-209,CVE-2020-4629
CWE-209,CVE-2020-4628
CWE-209,CVE-2020-4600
CWE-209,CVE-2020-4599
CWE-209,CVE-2020-4584
CWE-209,CVE-2020-4572
CWE-209,CVE-2020-4544
CWE-209,CVE-2020-4536
CWE-209,CVE-2020-4532
CWE-209,CVE-2020-4487
CWE-209,CVE-2020-4483
CWE-209,CVE-2020-4357
CWE-209,CVE-2020-4341
CWE-209,CVE-2020-4327
CWE-209,CVE-2020-4319
CWE-209,CVE-2020-4277
CWE-209,CVE-2020-4248
CWE-209,CVE-2020-4239
CWE-209,CVE-2020-4166
CWE-209,CVE-2020-4164
CWE-209,CVE-2020-4085
CWE-209,CVE-2020-35177
CWE-209,CVE-2020-27015
CWE-209,CVE-2020-25778
CWE-209,CVE-2020-25633
CWE-209,CVE-2020-2505
CWE-209,CVE-2020-24925
CWE-209,CVE-2020-23995
CWE-209,CVE-2020-20470
CWE-209,CVE-2020-19275
CWE-209,CVE-2020-1717
CWE-209,CVE-2020-16128
CWE-209,CVE-2020-16121
CWE-209,CVE-2020-15794
CWE-209,CVE-2020-15666
CWE-209,CVE-2020-15478
CWE-209,CVE-2020-15219
CWE-209,CVE-2020-15132
CWE-209,CVE-2020-15125
CWE-209,CVE-2020-14337
CWE-209,CVE-2020-13997
CWE-209,CVE-2020-11883
CWE-209,CVE-2020-11594
CWE-209,CVE-2020-10097
CWE-209,CVE-2021-46353
CWE-209,CVE-2021-44155
CWE-209,CVE-2021-43542
CWE-209,CVE-2021-43206
CWE-209,CVE-2021-4177
CWE-209,CVE-2021-40338
CWE-209,CVE-2021-40126
CWE-209,CVE-2021-39458
CWE-209,CVE-2021-39086
CWE-209,CVE-2021-39033
CWE-209,CVE-2021-39023
CWE-209,CVE-2021-39018
CWE-209,CVE-2021-38981
CWE-209,CVE-2021-38980
CWE-209,CVE-2021-38894
CWE-209,CVE-2021-3620
CWE-209,CVE-2021-35947
CWE-209,CVE-2021-35251
CWE-209,CVE-2021-3513
CWE-209,CVE-2021-35060
CWE-209,CVE-2021-3393
CWE-209,CVE-2021-33711
CWE-209,CVE-2021-32937
CWE-209,CVE-2021-32775
CWE-209,CVE-2021-32766
CWE-209,CVE-2021-32734
CWE-209,CVE-2021-32712
CWE-209,CVE-2021-31341
CWE-209,CVE-2021-31339
CWE-209,CVE-2021-31159
CWE-209,CVE-2021-30357
CWE-209,CVE-2021-29784
CWE-209,CVE-2021-29767
CWE-209,CVE-2021-29766
CWE-209,CVE-2021-29688
CWE-209,CVE-2021-29682
CWE-209,CVE-2022-0079
CWE-209,CVE-2022-0083
CWE-209,CVE-2022-0504
CWE-209,CVE-2022-0563
CWE-209,CVE-2022-0622
CWE-209,CVE-2022-0660
CWE-209,CVE-2022-1120
CWE-209,CVE-2022-22162
CWE-209,CVE-2022-23794
CWE-209,CVE-2022-24730
CWE-209,CVE-2022-24731
CWE-209,CVE-2022-26070
CWE-209,CVE-2022-26973
CWE-209,CVE-2022-29266
CWE-209,CVE-2022-31023
CWE-209,CVE-2022-31124
CWE-209,CVE-2022-31140
CWE-209,CVE-2022-31189
CWE-209,CVE-2022-31229
CWE-209,CVE-2022-33930
CWE-209,CVE-2022-34882
CWE-209,CVE-2022-35715
CWE-209,CVE-2021-1546
CWE-209,CVE-2021-20289
CWE-209,CVE-2021-20371
CWE-209,CVE-2021-20377
CWE-209,CVE-2021-20393
CWE-209,CVE-2021-20402
CWE-209,CVE-2021-20413
CWE-209,CVE-2021-20417
CWE-209,CVE-2021-20424
CWE-209,CVE-2021-20428
CWE-209,CVE-2021-20430
CWE-209,CVE-2021-20485
CWE-209,CVE-2021-20499
CWE-209,CVE-2021-20508
CWE-209,CVE-2021-20523
CWE-209,CVE-2021-20552
CWE-209,CVE-2021-21416
CWE-209,CVE-2021-22145
CWE-209,CVE-2021-22169
CWE-209,CVE-2021-22193
CWE-209,CVE-2021-22249
CWE-209,CVE-2021-22885
CWE-209,CVE-2021-23135
CWE-209,CVE-2021-23968
CWE-209,CVE-2021-23973
CWE-209,CVE-2021-25809
CWE-209,CVE-2021-25958
CWE-209,CVE-2021-26997
CWE-122,CVE-2022-38404
CWE-122,CVE-2020-7586
CWE-122,CVE-2020-4068
CWE-122,CVE-2020-35493
CWE-122,CVE-2020-27844
CWE-122,CVE-2020-27841
CWE-122,CVE-2020-27829
CWE-122,CVE-2020-27828
CWE-122,CVE-2020-27821
CWE-122,CVE-2020-27814
CWE-122,CVE-2020-27752
CWE-122,CVE-2020-27255
CWE-122,CVE-2020-27251
CWE-122,CVE-2020-25712
CWE-122,CVE-2020-25693
CWE-122,CVE-2020-25687
CWE-122,CVE-2020-25683
CWE-122,CVE-2020-25682
CWE-122,CVE-2020-25681
CWE-122,CVE-2020-25674
CWE-122,CVE-2020-25667
CWE-122,CVE-2020-25665
CWE-122,CVE-2020-25664
CWE-122,CVE-2020-25226
CWE-122,CVE-2020-24435
CWE-122,CVE-2020-15800
CWE-122,CVE-2020-14311
CWE-122,CVE-2020-11061
CWE-122,CVE-2020-10928
CWE-122,CVE-2021-46653
CWE-122,CVE-2021-46648
CWE-122,CVE-2021-46606
CWE-122,CVE-2021-46605
CWE-122,CVE-2021-46603
CWE-122,CVE-2021-46577
CWE-122,CVE-2021-44442
CWE-122,CVE-2021-4136
CWE-122,CVE-2021-41253
CWE-122,CVE-2021-4019
CWE-122,CVE-2021-39863
CWE-122,CVE-2021-3984
CWE-122,CVE-2021-39823
CWE-122,CVE-2021-3973
CWE-122,CVE-2021-3968
CWE-122,CVE-2021-3927
CWE-122,CVE-2021-3903
CWE-122,CVE-2021-3875
CWE-122,CVE-2021-3872
CWE-122,CVE-2021-38439
CWE-122,CVE-2021-38415
CWE-122,CVE-2021-38404
CWE-122,CVE-2021-3778
CWE-122,CVE-2021-3770
CWE-122,CVE-2021-36056
CWE-122,CVE-2021-36054
CWE-122,CVE-2021-36050
CWE-122,CVE-2021-34583
CWE-122,CVE-2021-34329
CWE-122,CVE-2021-34328
CWE-122,CVE-2021-34327
CWE-122,CVE-2021-34317
CWE-122,CVE-2021-34313
CWE-122,CVE-2021-34312
CWE-122,CVE-2021-33007
CWE-122,CVE-2021-32959
CWE-122,CVE-2021-31485
CWE-122,CVE-2021-31483
CWE-122,CVE-2021-31478
CWE-122,CVE-2021-31454
CWE-122,CVE-2021-31439
CWE-122,CVE-2021-31429
CWE-122,CVE-2021-31428
CWE-122,CVE-2021-31424
CWE-122,CVE-2021-29457
CWE-122,CVE-2021-28638
CWE-122,CVE-2021-28629
CWE-122,CVE-2021-28624
CWE-122,CVE-2021-28620
CWE-122,CVE-2021-28560
CWE-122,CVE-2021-28558
CWE-122,CVE-2021-25668
CWE-122,CVE-2021-21946
CWE-122,CVE-2021-21945
CWE-122,CVE-2021-21944
CWE-122,CVE-2021-21006
CWE-122,CVE-2022-40661
CWE-122,CVE-2022-40660
CWE-122,CVE-2022-38433
CWE-122,CVE-2022-38432
CWE-122,CVE-2022-38415
CWE-122,CVE-2022-38414
CWE-122,CVE-2022-38413
CWE-122,CVE-2022-38411
CWE-122,CVE-2022-38405
CWE-122,CVE-2022-0080
CWE-122,CVE-2022-0158
CWE-122,CVE-2022-0213
CWE-122,CVE-2022-0261
CWE-122,CVE-2022-0318
CWE-122,CVE-2022-0359
CWE-122,CVE-2022-0361
CWE-122,CVE-2022-0392
CWE-122,CVE-2022-0407
CWE-122,CVE-2022-0417
CWE-122,CVE-2022-0518
CWE-122,CVE-2022-0570
CWE-122,CVE-2022-0631
CWE-122,CVE-2022-0714
CWE-122,CVE-2022-0943
CWE-122,CVE-2022-1160
CWE-122,CVE-2022-1244
CWE-122,CVE-2022-1381
CWE-122,CVE-2022-1619
CWE-122,CVE-2022-1886
CWE-122,CVE-2022-1942
CWE-122,CVE-2022-21214
CWE-122,CVE-2022-2125
CWE-122,CVE-2022-2182
CWE-122,CVE-2022-2207
CWE-122,CVE-2022-22188
CWE-122,CVE-2022-2264
CWE-122,CVE-2022-2284
CWE-122,CVE-2022-2343
CWE-122,CVE-2022-2344
CWE-122,CVE-2022-24052
CWE-122,CVE-2022-24795
CWE-122,CVE-2022-2522
CWE-122,CVE-2022-2571
CWE-122,CVE-2022-2580
CWE-122,CVE-2022-2819
CWE-122,CVE-2022-2849
CWE-122,CVE-2022-29210
CWE-122,CVE-2022-30540
CWE-122,CVE-2022-31003
CWE-122,CVE-2022-31144
CWE-122,CVE-2022-32137
CWE-122,CVE-2022-3234
CWE-122,CVE-2022-34241
CWE-122,CVE-2022-34246
CWE-122,CVE-2022-34249
CWE-122,CVE-2022-34250
CWE-122,CVE-2022-35676
CWE-122,CVE-2022-35677
CWE-122,CVE-2022-38401
CWE-770,CVE-2022-31184
CWE-770,CVE-2020-9494
CWE-770,CVE-2020-9345
CWE-770,CVE-2020-9059
CWE-770,CVE-2020-8659
CWE-770,CVE-2020-8552
CWE-770,CVE-2020-8551
CWE-770,CVE-2020-8416
CWE-770,CVE-2020-8037
CWE-770,CVE-2020-7226
CWE-770,CVE-2020-7219
CWE-770,CVE-2020-7218
CWE-770,CVE-2020-7052
CWE-770,CVE-2020-6610
CWE-770,CVE-2020-5982
CWE-770,CVE-2020-5806
CWE-770,CVE-2020-5802
CWE-770,CVE-2020-36049
CWE-770,CVE-2020-35896
CWE-770,CVE-2020-3569
CWE-770,CVE-2020-35534
CWE-770,CVE-2020-35359
CWE-770,CVE-2020-35210
CWE-770,CVE-2020-29570
CWE-770,CVE-2020-29568
CWE-770,CVE-2020-29567
CWE-770,CVE-2020-29487
CWE-770,CVE-2020-29486
CWE-770,CVE-2020-28491
CWE-770,CVE-2020-28400
CWE-770,CVE-2020-28200
CWE-770,CVE-2020-28030
CWE-770,CVE-2020-27978
CWE-770,CVE-2020-27173
CWE-770,CVE-2020-27029
CWE-770,CVE-2020-25652
CWE-770,CVE-2020-25650
CWE-770,CVE-2020-25648
CWE-770,CVE-2020-24685
CWE-770,CVE-2020-24658
CWE-770,CVE-2020-22785
CWE-770,CVE-2020-19464
CWE-770,CVE-2020-19463
CWE-770,CVE-2020-18899
CWE-770,CVE-2020-15570
CWE-770,CVE-2020-15213
CWE-770,CVE-2020-15168
CWE-770,CVE-2020-15100
CWE-770,CVE-2020-14405
CWE-770,CVE-2020-14336
CWE-770,CVE-2020-14322
CWE-770,CVE-2020-13342
CWE-770,CVE-2020-13306
CWE-770,CVE-2020-13250
CWE-770,CVE-2020-13114
CWE-770,CVE-2020-12697
CWE-770,CVE-2020-12605
CWE-770,CVE-2020-11612
CWE-770,CVE-2020-10758
CWE-770,CVE-2020-10717
CWE-770,CVE-2020-10705
CWE-770,CVE-2020-10364
CWE-770,CVE-2020-0353
CWE-770,CVE-2020-0160
CWE-770,CVE-2021-46828
CWE-770,CVE-2021-45699
CWE-770,CVE-2021-44591
CWE-770,CVE-2021-44590
CWE-770,CVE-2021-44502
CWE-770,CVE-2021-43662
CWE-770,CVE-2021-43045
CWE-770,CVE-2021-41840
CWE-770,CVE-2021-41800
CWE-770,CVE-2021-41799
CWE-770,CVE-2021-41593
CWE-770,CVE-2021-41592
CWE-770,CVE-2021-41591
CWE-770,CVE-2021-41546
CWE-770,CVE-2021-41167
CWE-770,CVE-2021-40941
CWE-770,CVE-2021-40609
CWE-770,CVE-2021-40607
CWE-770,CVE-2021-39912
CWE-770,CVE-2021-39907
CWE-770,CVE-2021-39480
CWE-770,CVE-2021-39293
CWE-770,CVE-2021-3912
CWE-770,CVE-2021-38244
CWE-770,CVE-2021-37629
CWE-770,CVE-2021-37111
CWE-770,CVE-2021-36798
CWE-770,CVE-2021-3637
CWE-770,CVE-2021-36174
CWE-770,CVE-2021-36155
CWE-770,CVE-2021-35517
CWE-770,CVE-2021-35516
CWE-770,CVE-2021-35492
CWE-770,CVE-2021-3527
CWE-770,CVE-2021-35096
CWE-770,CVE-2021-34854
CWE-770,CVE-2021-34415
CWE-770,CVE-2021-33910
CWE-770,CVE-2021-33831
CWE-770,CVE-2021-33541
CWE-770,CVE-2021-33320
CWE-770,CVE-2021-33176
CWE-770,CVE-2021-33175
CWE-770,CVE-2021-33011
CWE-770,CVE-2021-32675
CWE-770,CVE-2021-32476
CWE-770,CVE-2021-32068
CWE-770,CVE-2021-32036
CWE-770,CVE-2021-31811
CWE-770,CVE-2021-31787
CWE-770,CVE-2021-31645
CWE-770,CVE-2021-31369
CWE-770,CVE-2021-29932
CWE-770,CVE-2021-29763
CWE-770,CVE-2021-29725
CWE-770,CVE-2021-29511
CWE-770,CVE-2021-29453
CWE-770,CVE-2021-29430
CWE-770,CVE-2021-29329
CWE-770,CVE-2021-29324
CWE-770,CVE-2021-29063
CWE-770,CVE-2021-29061
CWE-770,CVE-2021-29060
CWE-770,CVE-2021-29059
CWE-770,CVE-2021-28994
CWE-770,CVE-2021-28848
CWE-770,CVE-2021-28706
CWE-770,CVE-2021-28700
CWE-770,CVE-2021-28302
CWE-770,CVE-2021-28096
CWE-770,CVE-2021-28038
CWE-770,CVE-2021-27383
CWE-770,CVE-2021-26931
CWE-770,CVE-2021-25671
CWE-770,CVE-2021-25666
CWE-770,CVE-2021-25173
CWE-770,CVE-2021-23053
CWE-770,CVE-2021-22919
CWE-770,CVE-2021-22461
CWE-770,CVE-2021-22363
CWE-770,CVE-2021-22360
CWE-770,CVE-2021-22246
CWE-770,CVE-2021-22210
CWE-770,CVE-2021-22207
CWE-770,CVE-2021-22174
CWE-770,CVE-2021-22050
CWE-770,CVE-2021-22029
CWE-770,CVE-2021-21607
CWE-770,CVE-2021-21000
CWE-770,CVE-2021-1592
CWE-770,CVE-2021-1350
CWE-770,CVE-2021-1121
CWE-770,CVE-2021-1057
CWE-770,CVE-2021-0424
CWE-770,CVE-2021-0422
CWE-770,CVE-2021-0420
CWE-770,CVE-2021-0338
CWE-770,CVE-2021-0242
CWE-770,CVE-2021-0224
CWE-770,CVE-2021-0217
CWE-770,CVE-2022-38155
CWE-770,CVE-2022-38153
CWE-770,CVE-2022-37415
CWE-770,CVE-2022-36620
CWE-770,CVE-2022-36324
CWE-770,CVE-2022-36155
CWE-770,CVE-2022-36150
CWE-770,CVE-2022-36146
CWE-770,CVE-2022-36124
CWE-770,CVE-2022-36104
CWE-770,CVE-2022-36049
CWE-770,CVE-2022-35506
CWE-770,CVE-2022-35505
CWE-770,CVE-2022-35221
CWE-770,CVE-2022-35220
CWE-770,CVE-2022-35219
